title,collected_date,published_date,tags,image_urls,urls,article_url
"Polícia estoura ""bunker do tráfico"" na zona leste de São Paulo; veja imagens",2026-05-19 17:32:08,11/11/24 às 12:47 | Atualizado 11/11/24 às 12:47,PolíciaSão Paulo (geral)Tráfico de drogas,"['https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2024/06/transplante-de-figado-de-porco.jpg?w=193&h=132&crop=1', 'https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2024/11/WhatsApp-Image-2024-11-11-at-09.43.03-e1731333659974.jpeg?w=193&h=132&crop=1', 'https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2024/11/Captura-de-tela-2024-11-11-103557.jpg?w=193&h=132&crop=1']","['https://www.cnnbrasil.com.br/nacional/mais-de-66-mil-pessoas-aguardam-por-transplantes-no-brasil-diz-relatorio/', 'https://www.cnnbrasil.com.br/nacional/mais-de-66-mil-pessoas-aguardam-por-transplantes-no-brasil-diz-relatorio/', 'https://www.cnnbrasil.com.br/nacional/estou-revoltada-diz-esposa-de-motorista-morto-em-ataque-no-aeroporto-de-guarulhos/', 'https://www.cnnbrasil.com.br/nacional/estou-revoltada-diz-esposa-de-motorista-morto-em-ataque-no-aeroporto-de-guarulhos/', 'https://www.cnnbrasil.com.br/nacional/pm-e-baleado-apos-confronto-com-criminosos-na-zona-norte-do-rio/', 'https://www.cnnbrasil.com.br/nacional/pm-e-baleado-apos-confronto-com-criminosos-na-zona-norte-do-rio/']",https://www.cnnbrasil.com.br/nacional/policia-estoura-bunker-do-trafico-na-zona-leste-de-sao-paulo-veja-imagens/
Empresário jurado por PCC é assassinado em Guarulhos; saiba como funciona segurança de aeroporto,2026-05-19 17:32:11,08/11/24 às 21:29 | Atualizado 11/11/24 às 16:57,Aeroporto de GuarulhosHomicídioPCC - Primeiro Comando da CapitalSão Paulo (capital)São Paulo (estado),[],"['https://www.cnnbrasil.com.br/nacional/aeroporto-de-guarulhos-tem-tiroteio/', 'https://www.cnnbrasil.com.br/nacional/veja-onde-ocorreu-o-tiroteio-que-matou-empresario-ligado-ao-pcc-no-aeroporto-de-guarulhos/']",https://www.cnnbrasil.com.br/nacional/empresario-jurado-por-pcc-e-assassinado-em-guarulhos-saiba-como-funciona-seguranca-de-aeroporto/
"Tiroteio em aeroporto de SP: Ação é ousadia de facção, diz ex-secretário de Segurança",2026-05-19 17:32:13,08/11/24 às 20:42 | Atualizado 08/11/24 às 20:42,Aeroporto de GuarulhosCrimeMinistério PúbliconacionalPCC (Primeiro Comando da Capital)Segurança Pública,"['https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2024/11/tiroteio-guarulhos-16.jpg?w=193&h=132&crop=1', 'https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2024/11/tiroteio-guarulhos-15.jpg?w=193&h=132&crop=1', 'https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2024/11/WhatsApp-Image-2024-11-08-at-17.15.22.jpeg?w=193&h=132&crop=1']","['https://www.cnnbrasil.com.br/nacional/assassinato-de-empresario-no-aeroporto-revela-traicao-e-acerto-de-contas-com-o-pcc/', 'https://www.cnnbrasil.com.br/nacional/assassinato-de-empresario-no-aeroporto-revela-traicao-e-acerto-de-contas-com-o-pcc/', 'https://www.cnnbrasil.com.br/nacional/video-veja-momento-em-que-empresario-e-executado-pelo-pcc-no-aeroporto-de-guarulhos/', 'https://www.cnnbrasil.com.br/nacional/video-veja-momento-em-que-empresario-e-executado-pelo-pcc-no-aeroporto-de-guarulhos/', 'https://www.cnnbrasil.com.br/nacional/pm-localiza-veiculo-proximo-ao-aeroporto-de-guarulhos-e-investiga-ligacao-com-ataque/', 'https://www.cnnbrasil.com.br/nacional/pm-localiza-veiculo-proximo-ao-aeroporto-de-guarulhos-e-investiga-ligacao-com-ataque/']",https://www.cnnbrasil.com.br/nacional/tiroteio-em-aeroporto-de-sp-acao-e-ousadia-de-faccao-diz-ex-secretario-de-seguranca/
Veja o local exato do tiroteio que matou empresário ligado ao PCC no aeroporto de Guarulhos,2026-05-19 17:32:16,08/11/24 às 17:53 | Atualizado 08/11/24 às 18:23,GuarulhosTiroteio,"['https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2024/11/terminal-2-embarque.png?w=849&h=477&crop=0', 'https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2024/11/tiroteio.jpg?w=193&h=132&crop=1', 'https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2024/11/Design-sem-nome-2024-11-08T155617.476.jpg?w=193&h=132&crop=1', 'https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2024/11/WhatsApp-Image-2024-11-08-at-15.00.06.jpeg?w=193&h=132&crop=1']","['https://www.cnnbrasil.com.br/nacional/aeroporto-de-guarulhos-tem-tiroteio/', 'https://www.cnnbrasil.com.br/nacional/aeroporto-de-guarulhos-tem-tiroteio/', 'https://www.cnnbrasil.com.br/nacional/aeroporto-de-guarulhos-tem-tiroteio/', 'https://www.cnnbrasil.com.br/nacional/policia-prende-quadrilha-que-movimentou-mais-de-r-40-milhoes-com-trafico-em-mg/', 'https://www.cnnbrasil.com.br/nacional/policia-prende-quadrilha-que-movimentou-mais-de-r-40-milhoes-com-trafico-em-mg/', 'https://www.cnnbrasil.com.br/nacional/cigarros-falsificados-avaliados-em-r-6-milhoes-sao-apreendidos-no-interior-da-bahia/', 'https://www.cnnbrasil.com.br/nacional/cigarros-falsificados-avaliados-em-r-6-milhoes-sao-apreendidos-no-interior-da-bahia/']",https://www.cnnbrasil.com.br/nacional/veja-onde-ocorreu-o-tiroteio-que-matou-empresario-ligado-ao-pcc-no-aeroporto-de-guarulhos/
Polícia prende quadrilha que movimentou mais de R$ 40 milhões com tráfico em MG,2026-05-19 17:32:19,08/11/24 às 16:00 | Atualizado 08/11/24 às 16:00,Minas GeraisOperaçãoTráfico de drogas,"['https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2024/11/WhatsApp-Image-2024-11-08-at-12.47.28.jpeg?w=193&h=132&crop=1', 'https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2024/11/WhatsApp-Image-2024-11-08-at-10.49.06-e1731074222660.jpeg?w=193&h=132&crop=1', 'https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2024/11/WhatsApp-Image-2024-11-08-at-10.04.20-e1731071865857.jpeg?w=193&h=132&crop=1']","['https://www.cnnbrasil.com.br/nacional/casa-e-invadida-por-agua-e-lama-e-corre-risco-de-desabamento-em-minas-gerais/', 'https://www.cnnbrasil.com.br/nacional/casa-e-invadida-por-agua-e-lama-e-corre-risco-de-desabamento-em-minas-gerais/', 'https://www.cnnbrasil.com.br/nacional/mulher-e-presa-apos-simular-o-proprio-sequestro-com-ajuda-de-comparsas-em-mg/', 'https://www.cnnbrasil.com.br/nacional/mulher-e-presa-apos-simular-o-proprio-sequestro-com-ajuda-de-comparsas-em-mg/', 'https://www.cnnbrasil.com.br/nacional/incendio-destroi-farmacia-e-sacolao-no-interior-de-mg/', 'https://www.cnnbrasil.com.br/nacional/incendio-destroi-farmacia-e-sacolao-no-interior-de-mg/']",https://www.cnnbrasil.com.br/nacional/policia-prende-quadrilha-que-movimentou-mais-de-r-40-milhoes-com-trafico-em-mg/
PF prende passageiras com 132 tabletes de maconha no aeroporto de Fortaleza,2026-05-19 17:32:22,08/11/24 às 12:01 | Atualizado 08/11/24 às 12:01,CearáDrogasPolícia Federal,"['https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2024/11/Design-sem-nome-66.jpg?w=193&h=132&crop=1', 'https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2024/11/CNN-6.jpg?w=193&h=132&crop=1', 'https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2023/09/WhatsApp-Image-2023-09-13-at-10.59.04.jpeg?w=193&h=132&crop=1']","['https://www.cnnbrasil.com.br/nacional/maguila-ii-quem-e-o-filho-do-ex-boxeador-que-agrediu-ambulante-em-sp/', 'https://www.cnnbrasil.com.br/nacional/maguila-ii-quem-e-o-filho-do-ex-boxeador-que-agrediu-ambulante-em-sp/', 'https://www.cnnbrasil.com.br/nacional/mae-de-deolane-tem-carro-furtado-so-tem-esse-o-resto-esta-tudo-preso/', 'https://www.cnnbrasil.com.br/nacional/mae-de-deolane-tem-carro-furtado-so-tem-esse-o-resto-esta-tudo-preso/', 'https://www.cnnbrasil.com.br/nacional/veja-lista-das-20-maiores-favelas-do-brasil-segundo-o-ibge/', 'https://www.cnnbrasil.com.br/nacional/veja-lista-das-20-maiores-favelas-do-brasil-segundo-o-ibge/']",https://www.cnnbrasil.com.br/nacional/pf-prende-passageiras-com-132-tabletes-de-maconha-no-aeroporto-de-fortaleza/
"Saiba quem é Rodrigo Reis, coach preso por esquema que desviou R$ 262 milhões",2026-05-19 17:32:25,07/11/24 às 19:18 | Atualizado 07/11/24 às 19:18,GolpePF (Polícia Federal),"['https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2024/11/operacao-coach-bitcoins.png?w=849&h=477&crop=0', 'https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2024/11/Captura-de-tela-2024-11-07-140855.jpg?w=193&h=132&crop=1', 'https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2024/11/Foto-9.jpg?w=193&h=132&crop=1', 'https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2024/11/trafico-de-drogas.jpg?w=193&h=132&crop=1']","['https://www.cnnbrasil.com.br/nacional/coach-dos-bitcoins-e-preso-por-golpes-em-mais-de-10-mil-pessoas/', 'https://www.cnnbrasil.com.br/nacional/mulher-apresenta-denuncia-falsa-de-agressao-contra-o-ex-e-e-presa-no-rj/', 'https://www.cnnbrasil.com.br/nacional/mulher-apresenta-denuncia-falsa-de-agressao-contra-o-ex-e-e-presa-no-rj/', 'https://www.cnnbrasil.com.br/nacional/pf-combate-grupo-suspeito-de-dar-golpes-em-10-mil-pessoas-no-sul-do-brasil/', 'https://www.cnnbrasil.com.br/nacional/pf-combate-grupo-suspeito-de-dar-golpes-em-10-mil-pessoas-no-sul-do-brasil/', 'https://www.cnnbrasil.com.br/nacional/apreensao-de-drogas-no-rj-cresce-1057-em-2024/', 'https://www.cnnbrasil.com.br/nacional/apreensao-de-drogas-no-rj-cresce-1057-em-2024/', 'https://www.cnnbrasil.com.br/nacional/pf-mira-grupo-religioso-que-causou-prejuizo-de-r-260-milhoes-em-10-mil-pessoas/']",https://www.cnnbrasil.com.br/nacional/saiba-quem-e-rodrigo-reis-coach-preso-por-esquema-que-desviou-r-262-milhoes/
PF prende grupo do PCC que usa Airtags para rastrear cocaína oculta em casco de navio,2026-05-19 17:32:28,07/11/24 às 17:38 | Atualizado 07/11/24 às 17:38,,"['https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2024/11/foto-acidente.png?w=193&h=132&crop=1', 'https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2024/11/ateia-fogo-6.png?w=193&h=132&crop=1', 'https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2024/11/ATO20241106049-e1730996710225.jpg?w=193&h=132&crop=1']","['https://www.cnnbrasil.com.br/nacional/laudo-aponta-que-porsche-estava-a-1025-km-h-em-colisao-que-matou-motociclista-em-sp/', 'https://www.cnnbrasil.com.br/nacional/laudo-aponta-que-porsche-estava-a-1025-km-h-em-colisao-que-matou-motociclista-em-sp/', 'https://www.cnnbrasil.com.br/nacional/padre-e-afastado-apos-vazamento-de-imagens-intimas/', 'https://www.cnnbrasil.com.br/nacional/padre-e-afastado-apos-vazamento-de-imagens-intimas/', 'https://www.cnnbrasil.com.br/nacional/alerta-de-chuva-forte-em-sp-estado-e-prefeitura-montam-gabinete-de-crise-veja-acoes-previstas/', 'https://www.cnnbrasil.com.br/nacional/alerta-de-chuva-forte-em-sp-estado-e-prefeitura-montam-gabinete-de-crise-veja-acoes-previstas/']",https://www.cnnbrasil.com.br/nacional/pf-prende-grupo-do-pcc-que-usa-airtags-para-rastrear-cocaina-oculta-em-casco-de-navio/
Inmet alerta para chuvas intensas em todas as regiões do Brasil,2026-05-19 17:32:31,07/11/24 às 10:51 | Atualizado 07/11/24 às 10:51,AlertaChuvasInstituto Nacional de Meteorologia (Inmet),"['https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2023/10/Snapinsta.app_374564699_325992219804870_1719161295695946992_n-e1697828653584.jpg?w=193&h=132&crop=1', 'https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2024/11/Foto-9.jpg?w=193&h=132&crop=1', 'https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2024/11/CNN-3.jpg?w=193&h=132&crop=1', 'https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2024/11/WhatsApp-Image-2024-11-07-at-10.20.25.jpeg?w=849&h=477&crop=0']","['https://www.cnnbrasil.com.br/nacional/pastor-e-preso-suspeito-de-abusar-sexualmente-de-jovem-em-pernambuco/', 'https://www.cnnbrasil.com.br/nacional/pastor-e-preso-suspeito-de-abusar-sexualmente-de-jovem-em-pernambuco/', 'https://www.cnnbrasil.com.br/nacional/pf-combate-grupo-suspeito-de-dar-golpes-em-10-mil-pessoas-no-sul-do-brasil/', 'https://www.cnnbrasil.com.br/nacional/pf-combate-grupo-suspeito-de-dar-golpes-em-10-mil-pessoas-no-sul-do-brasil/', 'https://www.cnnbrasil.com.br/nacional/pf-faz-megaoperacao-contra-trafico-internacional-de-drogas-em-portos-do-brasil/', 'https://www.cnnbrasil.com.br/nacional/pf-faz-megaoperacao-contra-trafico-internacional-de-drogas-em-portos-do-brasil/']",https://www.cnnbrasil.com.br/nacional/inmet-alerta-para-chuvas-intensas-em-todas-as-regioes-do-brasil/
PF combate grupo suspeito de dar golpes em 10 mil pessoas no Sul do Brasil,2026-05-19 17:32:33,07/11/24 às 10:14 | Atualizado 07/11/24 às 10:14,EstelionatoGolpesInvestimentosLavagem de dinheiroOperaçãoPF (Polícia Federal)Rio Grande do SulSanta Catarina,"['https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2023/01/policia_militar_rio_de_janeiro_rj_06.jpg?w=193&h=132&crop=1', 'https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2024/11/WhatsApp-Image-2024-11-07-at-07.54.38-e1730979211774.jpeg?w=193&h=132&crop=1', 'https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2024/11/WhatsApp-Image-2024-11-07-at-08.22.33-e1730978744588.jpeg?w=193&h=132&crop=1']","['https://www.cnnbrasil.com.br/nacional/operacao-tenta-prender-22-policiais-denunciados-por-tour-da-propina-no-rio/', 'https://www.cnnbrasil.com.br/nacional/operacao-tenta-prender-22-policiais-denunciados-por-tour-da-propina-no-rio/', 'https://www.cnnbrasil.com.br/nacional/universitario-e-preso-suspeito-de-abuso-infantil-e-maus-tratos-a-animais-em-pe/', 'https://www.cnnbrasil.com.br/nacional/universitario-e-preso-suspeito-de-abuso-infantil-e-maus-tratos-a-animais-em-pe/', 'https://www.cnnbrasil.com.br/nacional/operacao-da-interpol-prende-2-500-suspeitos-de-trafico-de-pessoas/', 'https://www.cnnbrasil.com.br/nacional/operacao-da-interpol-prende-2-500-suspeitos-de-trafico-de-pessoas/']",https://www.cnnbrasil.com.br/nacional/pf-combate-grupo-suspeito-de-dar-golpes-em-10-mil-pessoas-no-sul-do-brasil/
"Operação prende 21 policiais denunciados por ""tour da propina"" no Rio",2026-05-19 17:32:36,07/11/24 às 08:57 | Atualizado 08/11/24 às 05:12,Baixada FluminenseExtorsãoMPRJ (Ministério Público do Rio de Janeiro)Operaçãopoliciaispropina,"['https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2024/11/WhatsApp-Image-2024-11-07-at-08.22.33-e1730978744588.jpeg?w=193&h=132&crop=1', 'https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2021/09/departamento_de_policia_federal_-_superintendencia_regional_sao_paulo01092111260.jpg?w=193&h=132&crop=1', 'https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2024/11/Design-sem-nome-2024-11-07T080750.801.jpg?w=193&h=132&crop=1']","['https://www.cnnbrasil.com.br/nacional/operacao-da-interpol-prende-2-500-suspeitos-de-trafico-de-pessoas/', 'https://www.cnnbrasil.com.br/nacional/operacao-da-interpol-prende-2-500-suspeitos-de-trafico-de-pessoas/', 'https://www.cnnbrasil.com.br/nacional/pf-mira-grupo-religioso-que-causou-prejuizo-de-r-260-milhoes-em-10-mil-pessoas/', 'https://www.cnnbrasil.com.br/nacional/pf-mira-grupo-religioso-que-causou-prejuizo-de-r-260-milhoes-em-10-mil-pessoas/', 'https://www.cnnbrasil.com.br/nacional/video-mulher-e-levada-em-cima-de-carro-apos-discussao-no-transito-no-leblon/', 'https://www.cnnbrasil.com.br/nacional/video-mulher-e-levada-em-cima-de-carro-apos-discussao-no-transito-no-leblon/']",https://www.cnnbrasil.com.br/nacional/operacao-tenta-prender-22-policiais-denunciados-por-tour-da-propina-no-rio/
Universitário é preso suspeito de abuso infantil e maus-tratos a animais em PE,2026-05-19 17:32:39,07/11/24 às 08:35 | Atualizado 07/11/24 às 08:35,Abuso infantilMaus tratosPF (Polícia Federal)Prisão,"['https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2024/11/WhatsApp-Image-2024-11-07-at-08.22.33-e1730978744588.jpeg?w=193&h=132&crop=1', 'https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2021/09/departamento_de_policia_federal_-_superintendencia_regional_sao_paulo01092111260.jpg?w=193&h=132&crop=1', 'https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2024/10/imagem-9-2.jpg?w=193&h=132&crop=1']","['https://www.cnnbrasil.com.br/nacional/operacao-da-interpol-prende-2-500-suspeitos-de-trafico-de-pessoas/', 'https://www.cnnbrasil.com.br/nacional/operacao-da-interpol-prende-2-500-suspeitos-de-trafico-de-pessoas/', 'https://www.cnnbrasil.com.br/nacional/pf-mira-grupo-religioso-que-causou-prejuizo-de-r-260-milhoes-em-10-mil-pessoas/', 'https://www.cnnbrasil.com.br/nacional/pf-mira-grupo-religioso-que-causou-prejuizo-de-r-260-milhoes-em-10-mil-pessoas/', 'https://www.cnnbrasil.com.br/nacional/mp-denuncia-18-integrantes-envolvidos-em-atos-criminosos-na-grande-florianopolis/', 'https://www.cnnbrasil.com.br/nacional/mp-denuncia-18-integrantes-envolvidos-em-atos-criminosos-na-grande-florianopolis/']",https://www.cnnbrasil.com.br/nacional/universitario-e-preso-suspeito-de-abuso-infantil-e-maus-tratos-a-animais-em-pe/
Américo Martins: Democratas sabem que estão entrando em uma situação complicada,2026-05-19 17:32:41,07/11/24 às 08:34 | Atualizado 07/11/24 às 08:34,Donald TrumpEleições americanasEstados Unidos,"['https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2024/11/WhatsApp-Image-2024-11-07-at-08.22.33-e1730978744588.jpeg?w=193&h=132&crop=1', 'https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/Reuters_Direct_Media/BrazilOnlineReportWorldNews/tagreuters.com2024binary_LYNXMPEK7E0F1-BASEIMAGE.jpg?w=193&h=132&crop=1', 'https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/Reuters_Direct_Media/BrazilOnlineReportWorldNews/tagreuters.com2024binary_LYNXMPEK8Q0Q1-FILEDIMAGE.jpg?w=193&h=132&crop=1']","['https://www.cnnbrasil.com.br/tudo-sobre/donald-trump/', 'https://www.cnnbrasil.com.br/blogs/americo-martins/', 'https://www.cnnbrasil.com.br/nacional/operacao-da-interpol-prende-2-500-suspeitos-de-trafico-de-pessoas/', 'https://www.cnnbrasil.com.br/nacional/operacao-da-interpol-prende-2-500-suspeitos-de-trafico-de-pessoas/', 'https://www.cnnbrasil.com.br/internacional/eleicoes-nos-eua-2024/donald-trump-mobilizou-base-e-criou-coalizao-ampla-entenda-estrategia-vitoriosa/', 'https://www.cnnbrasil.com.br/internacional/eleicoes-nos-eua-2024/donald-trump-mobilizou-base-e-criou-coalizao-ampla-entenda-estrategia-vitoriosa/', 'https://www.cnnbrasil.com.br/internacional/eleicoes-nos-eua-2024/ira-diz-que-eleicoes-nos-eua-sao-uma-oportunidade-para-rever-abordagens-erradas/', 'https://www.cnnbrasil.com.br/internacional/eleicoes-nos-eua-2024/ira-diz-que-eleicoes-nos-eua-sao-uma-oportunidade-para-rever-abordagens-erradas/']",https://www.cnnbrasil.com.br/internacional/eleicoes-nos-eua-2024/americo-martins-democratas-sabem-que-estao-entrando-em-uma-situacao-complicada/
"Operação da Interpol prende 2,5 mil suspeitos de tráfico de pessoas",2026-05-19 17:32:44,07/11/24 às 08:26 | Atualizado 07/11/24 às 11:39,InterpolTráfico de pessoas,"['https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2021/09/departamento_de_policia_federal_-_superintendencia_regional_sao_paulo01092111260.jpg?w=193&h=132&crop=1', 'https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2024/10/imagem-9-2.jpg?w=193&h=132&crop=1', 'https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2022/10/violencia.jpg?w=193&h=132&crop=1']","['https://www.cnnbrasil.com.br/nacional/pf-mira-grupo-religioso-que-causou-prejuizo-de-r-260-milhoes-em-10-mil-pessoas/', 'https://www.cnnbrasil.com.br/nacional/pf-mira-grupo-religioso-que-causou-prejuizo-de-r-260-milhoes-em-10-mil-pessoas/', 'https://www.cnnbrasil.com.br/nacional/mp-denuncia-18-integrantes-envolvidos-em-atos-criminosos-na-grande-florianopolis/', 'https://www.cnnbrasil.com.br/nacional/mp-denuncia-18-integrantes-envolvidos-em-atos-criminosos-na-grande-florianopolis/', 'https://www.cnnbrasil.com.br/nacional/mais-de-4-mil-pessoas-foram-mortas-pela-policia-em-2023-aponta-pesquisa/', 'https://www.cnnbrasil.com.br/nacional/mais-de-4-mil-pessoas-foram-mortas-pela-policia-em-2023-aponta-pesquisa/']",https://www.cnnbrasil.com.br/nacional/operacao-da-interpol-prende-2-500-suspeitos-de-trafico-de-pessoas/
Vídeo: mulher é levada em cima de carro após discussão no trânsito no Leblon,2026-05-19 17:32:46,07/11/24 às 08:09 | Atualizado 07/11/24 às 10:36,Briga de transitoRio de JaneiroTrânsito,"['https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2024/11/Imagem-mostra-criminosos-que-foram-presos-nesta-quarta-6.png?w=193&h=132&crop=1', 'https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2024/11/trafico-de-drogas.jpg?w=193&h=132&crop=1', 'https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2024/11/imagem-27.jpg?w=193&h=132&crop=1']","['https://www.cnnbrasil.com.br/nacional/policia-prende-6-criminosos-e-desarticula-uma-das-maiores-quadrilhas-de-roubo-de-veiculos-no-rj/', 'https://www.cnnbrasil.com.br/nacional/policia-prende-6-criminosos-e-desarticula-uma-das-maiores-quadrilhas-de-roubo-de-veiculos-no-rj/', 'https://www.cnnbrasil.com.br/nacional/apreensao-de-drogas-no-rj-cresce-1057-em-2024/', 'https://www.cnnbrasil.com.br/nacional/apreensao-de-drogas-no-rj-cresce-1057-em-2024/', 'https://www.cnnbrasil.com.br/nacional/procurado-pela-interpol-e-preso-pela-pf-em-minas-gerais/', 'https://www.cnnbrasil.com.br/nacional/procurado-pela-interpol-e-preso-pela-pf-em-minas-gerais/']",https://www.cnnbrasil.com.br/nacional/video-mulher-e-levada-em-cima-de-carro-apos-discussao-no-transito-no-leblon/
MP denuncia 18 integrantes envolvidos em atos criminosos na Grande Florianópolis,2026-05-19 17:32:49,07/11/24 às 07:30 | Atualizado 07/11/24 às 07:30,Facção criminosaSanta Catarina,"['https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2024/11/WhatsApp-Image-2024-11-06-at-20.40.47.jpeg?w=193&h=132&crop=1', 'https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2024/11/Imagem-mostra-criminosos-que-foram-presos-nesta-quarta-6.png?w=193&h=132&crop=1', 'https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2024/11/WhatsApp-Image-2024-11-06-at-18.20.47.jpeg?w=193&h=132&crop=1']","['https://www.cnnbrasil.com.br/nacional/carro-com-giroflex-e-identificacao-falsa-do-exercito-e-apreendido-em-sc/', 'https://www.cnnbrasil.com.br/nacional/carro-com-giroflex-e-identificacao-falsa-do-exercito-e-apreendido-em-sc/', 'https://www.cnnbrasil.com.br/nacional/policia-prende-6-criminosos-e-desarticula-uma-das-maiores-quadrilhas-de-roubo-de-veiculos-no-rj/', 'https://www.cnnbrasil.com.br/nacional/policia-prende-6-criminosos-e-desarticula-uma-das-maiores-quadrilhas-de-roubo-de-veiculos-no-rj/', 'https://www.cnnbrasil.com.br/nacional/motorista-passa-mal-bate-em-cinco-carros-e-morre-veja-imagens/', 'https://www.cnnbrasil.com.br/nacional/motorista-passa-mal-bate-em-cinco-carros-e-morre-veja-imagens/', 'https://www.cnnbrasil.com.br/nacional/guerra-entre-faccoes-bloqueia-vias-na-grande-florianopolis-e-deixa-mortos/', 'https://www.cnnbrasil.com.br/nacional/foi-disputa-de-area-de-faccoes-criminosas-diz-governador-sobre-atos-em-sc/']",https://www.cnnbrasil.com.br/nacional/mp-denuncia-18-integrantes-envolvidos-em-atos-criminosos-na-grande-florianopolis/
"Apreensão de drogas no RJ cresce 105,7% em 2024",2026-05-19 17:32:51,06/11/24 às 18:41 | Atualizado 06/11/24 às 18:41,DrogasEntorpecentesRio de JaneiroTráfico de drogas,"['https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2024/11/roubo-loja-galo.jpg?w=193&h=132&crop=1', 'https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2024/11/ateia-fogo-2.png?w=193&h=132&crop=1', 'https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2024/11/Capturar_29c422.png?w=193&h=132&crop=1']","['https://www.cnnbrasil.com.br/tudo-sobre/rio-de-janeiro/', 'https://www.cnnbrasil.com.br/tudo-sobre/entorpecentes/', 'https://www.cnnbrasil.com.br/tudo-sobre/drogas/', 'https://www.cnnbrasil.com.br/nacional/video-homem-com-camisa-do-palmeiras-assalta-loja-do-galo-em-belo-horizonte/', 'https://www.cnnbrasil.com.br/nacional/video-homem-com-camisa-do-palmeiras-assalta-loja-do-galo-em-belo-horizonte/', 'https://www.cnnbrasil.com.br/nacional/homem-mata-namorada-com-aparelho-de-academia-e-facadas-apos-discussao-rs/', 'https://www.cnnbrasil.com.br/nacional/homem-mata-namorada-com-aparelho-de-academia-e-facadas-apos-discussao-rs/', 'https://www.cnnbrasil.com.br/nacional/estelionatario-e-preso-por-envolvimento-em-golpe-do-falso-leilao-de-carros/', 'https://www.cnnbrasil.com.br/nacional/estelionatario-e-preso-por-envolvimento-em-golpe-do-falso-leilao-de-carros/', 'https://www.cnnbrasil.com.br/tudo-sobre/trafico-de-drogas/']",https://www.cnnbrasil.com.br/nacional/apreensao-de-drogas-no-rj-cresce-1057-em-2024/
